ESTIMATE,GRP1,GRP2,PLOT_COUNT,SE,SE_PERCENT,VARIANCE
227435.7954950708,`1981 37185 NC Warren,`0020 Forest (presnfcd is null),41,35690.1475600916,15.6924056226,1273786632.861115
9569.3746408856,`1981 37185 NC Warren,`0023 Census water (presnfcd is null),2,7676.7679789186,80.2222534597,58932766.60214955
95742.4811128342,`1982 37187 NC Washington,`0002 Cropland,17,23462.0987357882,24.5054216927,550470077.0878743
5683.031893612,`1982 37187 NC Washington,"`0011 Cultural (business, residential, other intense human activity)",1,5845.6630730507,102.8616974616,34171776.76362839
5267.0792498901,`1982 37187 NC Washington,"`0012 Rights-of-way (improved road, railway, power line)",4,3022.7244750803,57.3890069177,9136863.25224922
110963.8175479506,`1982 37187 NC Washington,`0020 Forest (presnfcd is null),20,24855.9013677453,22.4000056208,617815832.8030808
775.4259029114,`1982 37187 NC Washington,`0022 Noncensus water (presnfcd is null),1,786.0248211617,101.3668511989,617835.0194823035
55668.8111744429,`1982 37187 NC Washington,`0023 Census water (presnfcd is null),9,18111.5509024087,32.5344668232,328028276.090542
5351.4751344065,`1983 37189 NC Watauga,`0002 Cropland,1,5748.992720946,107.4281871177,33050917.305490438
21957.5927914133,`1983 37189 NC Watauga,`0003  Pasture (improved through cultural practices),4,11473.2277146647,52.2517555711,131634954.19254933
39254.7696153839,`1983 37189 NC Watauga,"`0011 Cultural (business, residential, other intense human activity)",8,14619.3349936649,37.2421877313,213724955.6569962
13843.6850429337,`1983 37189 NC Watauga,"`0012 Rights-of-way (improved road, railway, power line)",5,6604.2448550474,47.7058300197,43616050.10541977
118538.0259572234,`1983 37189 NC Watauga,`0020 Forest (presnfcd is null),23,25199.1872132461,21.2583152197,634999036.2082245
1429.1527279095,`1984 37191 NC Wayne,`0001 Agricultural land,1,1464.7433663244,102.4903313495,2145473.1291912543
131889.7993355746,`1984 37191 NC Wayne,`0002 Cropland,28,26435.5014587624,20.0436285383,698835737.3762298
17294.2194800096,`1984 37191 NC Wayne,`0003  Pasture (improved through cultural practices),3,10158.3372402358,58.7383388535,103191815.48636125
31100.7205561752,`1984 37191 NC Wayne,"`0011 Cultural (business, residential, other intense human activity)",6,13598.1942514089,43.7230842509,184910886.8990498
20693.645969653,`1984 37191 NC Wayne,"`0012 Rights-of-way (improved road, railway, power line)",6,9966.3435225803,48.161370583,99328003.21007855
168879.6948400435,`1984 37191 NC Wayne,`0020 Forest (presnfcd is null),36,29770.8761241341,17.6284521075,886305065.1985396
7985.5051489689,`1984 37191 NC Wayne,`0023 Census water (presnfcd is null),2,6474.2411895869,81.0749109644,41915798.98094359
26756.0483325478,`1985 37193 NC Wilkes,`0002 Cropland,6,11550.3032921866,43.1689431437,133409506.14149585
56469.7600152526,`1985 37193 NC Wilkes,`0003  Pasture (improved through cultural practices),12,17442.2783503489,30.8878209251,304233074.05104864
4427.3755411455,`1985 37193 NC Wilkes,`0004 Idle farmland,1,4505.4814672033,101.7641585931,20299363.251312606
28190.4984389563,`1985 37193 NC Wilkes,"`0011 Cultural (business, residential, other intense human activity)",8,11329.8718558027,40.1903920938,128365996.26890987
14231.8779053564,`1985 37193 NC Wilkes,"`0012 Rights-of-way (improved road, railway, power line)",8,6390.3550893241,44.9016997744,40836638.167650335
342277.3078735576,`1985 37193 NC Wilkes,`0020 Forest (presnfcd is null),66,41473.0425691251,12.1167958305,1720013259.9404633
1844.2974431696,`1985 37193 NC Wilkes,`0022 Noncensus water (presnfcd is null),2,1345.277979206,72.9425713942,1809772.8413366156
5259.6379792641,`1985 37193 NC Wilkes,`0023 Census water (presnfcd is null),1,6035.8401494818,114.7577109542,36431366.31009683
91878.2002789987,`1986 37195 NC Wilson,`0002 Cropland,19,22259.7518384629,24.2274574065,495496551.9099522
5683.031893612,`1986 37195 NC Wilson,`0003  Pasture (improved through cultural practices),1,5845.6630730507,102.8616974616,34171776.76362839
27104.7408736237,`1986 37195 NC Wilson,"`0011 Cultural (business, residential, other intense human activity)",5,12455.4940778854,45.9531937087,155139332.7242387
9719.1311727339,`1986 37195 NC Wilson,"`0012 Rights-of-way (improved road, railway, power line)",5,5630.2210505951,57.92926292,31699389.078564096
82906.3899586287,`1986 37195 NC Wilson,`0020 Forest (presnfcd is null),20,20306.0035369031,24.4926881354,412333779.64072144
12370.846927654,`1986 37195 NC Wilson,`0023 Census water (presnfcd is null),2,8609.9177616438,69.598450389,74130683.86226939
64880.185141466,`1987 37197 NC Yadkin,`0002 Cropland,12,19107.5194800679,29.4504700293,365097300.68117297
40871.630627352,`1987 37197 NC Yadkin,`0003  Pasture (improved through cultural practices),8,14705.0976741545,35.9787398947,216239897.60642412
4651.6591429563,`1987 37197 NC Yadkin,`0004 Idle farmland,1,4625.6222604829,99.4402667592,21396381.296674833
31121.262788557,`1987 37197 NC Yadkin,"`0011 Cultural (business, residential, other intense human activity)",7,12582.8703566035,40.4317473944,158328626.4110903
6610.8357254887,`1987 37197 NC Yadkin,"`0012 Rights-of-way (improved road, railway, power line)",1,6371.7849846925,96.3839558155,40599643.89115221
83953.9647709613,`1987 37197 NC Yadkin,`0020 Forest (presnfcd is null),22,20161.172768223,24.0145570531,406472887.390137
23779.9574373884,`1988 37199 NC Yancey,`0003  Pasture (improved through cultural practices),4,12062.5044801649,50.7255091264,145504014.33399886
11406.0675411841,`1988 37199 NC Yancey,"`0011 Cultural (business, residential, other intense human activity)",3,7650.9399110716,67.0778064696,58536881.522828735
8828.1346237459,`1988 37199 NC Yancey,"`0012 Rights-of-way (improved road, railway, power line)",4,5117.4301028361,57.9672866459,26188090.857413173
157280.3320573818,`1988 37199 NC Yancey,`0020 Forest (presnfcd is null),28,29612.7940298945,18.8280337678,876917570.2569581
11870.5014674303,`1989 38001 ND Adams,`0001 Agricultural land,2,8396.811481586,70.7367882025,70506443.05729447
350016.381218164,`1989 38001 ND Adams,`0002 Cropland,59,45400.568176403,12.9709838204,2061211590.7402124
160251.7698103093,`1989 38001 ND Adams,`0003  Pasture (improved through cultural practices),27,30795.7263674057,19.2170897107,948376762.4961253
88865.3489346971,`1989 38001 ND Adams,`0009 Rangeland,15,22931.6090496182,25.8048939486,525858693.6045315
5935.2507337152,`1989 38001 ND Adams,"`0011 Cultural (business, residential, other intense human activity)",1,5937.8740116887,100.0441982671,35258347.77868776
11870.5014674303,`1989 38001 ND Adams,"`0012 Rights-of-way (improved road, railway, power line)",2,8396.811481586,70.7367882025,70506443.05729447
17805.7522011455,`1990 38003 ND Barnes,`0001 Agricultural land,3,10283.2040646785,57.7521463205,105744285.83582015
723937.177442219,`1990 38003 ND Barnes,`0002 Cropland,122,65000.0133295614,8.9786814871,4225001732.843165
119642.6639917873,`1990 38003 ND Barnes,`0003  Pasture (improved through cultural practices),20,26620.5134179176,22.2500172846,708651734.6335303
11870.5014674303,`1990 38003 ND Barnes,`0009 Rangeland,2,8396.811481586,70.7367882025,70506443.05729447
16363.391308841,`1990 38003 ND Barnes,"`0012 Rights-of-way (improved road, railway, power line)",3,9523.3832195964,58.1993245768,90694827.94729057
11870.5014674303,`1990 38003 ND Barnes,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",2,8396.811481586,70.7367882025,70506443.05729447
23741.0029348606,`1990 38003 ND Barnes,`0017 Wetland,4,11873.1577987604,50.0111887915,140971876.11426482
1442.3608923045,`1990 38003 ND Barnes,`0020 Forest (presnfcd is null),1,1442.9983908245,100.0441982671,2082244.3559221972
11870.5014674303,`1990 38003 ND Barnes,`0022 Noncensus water (presnfcd is null),2,8396.811481586,70.7367882025,70506443.05729447
23577.5908638303,`1990 38003 ND Barnes,`0023 Census water (presnfcd is null),4,11786.3941918679,49.9898155835,138919088.04609758
5935.2507337152,`1991 38005 ND Benson,`0001 Agricultural land,1,5937.8740116887,100.0441982671,35258347.77868776
569952.5701319098,`1991 38005 ND Benson,`0002 Cropland,96,57809.3689755745,10.1428385457,3341923141.354118
153989.6949345335,`1991 38005 ND Benson,`0003  Pasture (improved through cultural practices),26,30157.612528927,19.5841757734,909481593.4448942
8072.6280032978,`1991 38005 ND Benson,`0009 Rangeland,3,6155.3374935829,76.2494876646,37888179.65990691
5935.2507337152,`1991 38005 ND Benson,"`0012 Rights-of-way (improved road, railway, power line)",1,5937.8740116887,100.0441982671,35258347.77868776
29512.8415975455,`1991 38005 ND Benson,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",5,13196.4646146058,44.7143138386,174146678.32454225
17805.7522011455,`1991 38005 ND Benson,`0017 Wetland,3,10283.2040646785,57.7521463205,105744285.83582015
20056.2262603492,`1991 38005 ND Benson,`0020 Forest (presnfcd is null),4,10705.7914998625,53.3788927233,114613971.63852891
119384.1010795455,`1991 38005 ND Benson,`0023 Census water (presnfcd is null),20,26539.0774220302,22.2299930912,704322630.4125136
136947.1508238144,`1992 38007 ND Billings,`0002 Cropland,23,28529.161434124,20.8322416805,813913052.1343075
72368.7485786489,`1992 38007 ND Billings,`0003  Pasture (improved through cultural practices),12,20864.5992094514,28.8309520604,435331500.1710408
433950.0581359201,`1992 38007 ND Billings,`0009 Rangeland,78,47615.3617151116,10.9725441494,2267222671.2609153
11870.5014674303,`1992 38007 ND Billings,"`0011 Cultural (business, residential, other intense human activity)",2,8396.811481586,70.7367882025,70506443.05729447
5935.2507337152,`1992 38007 ND Billings,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",1,5937.8740116887,100.0441982671,35258347.77868776
11870.5014674303,`1992 38007 ND Billings,`0017 Wetland,2,8396.811481586,70.7367882025,70506443.05729447
77432.6715167973,`1992 38007 ND Billings,`0020 Forest (presnfcd is null),17,19540.2077120107,25.2350943462,381819717.42852145
5935.2507337152,`1993 38009 ND Bottineau,`0001 Agricultural land,1,5937.8740116887,100.0441982671,35258347.77868776
741742.9296433645,`1993 38009 ND Bottineau,`0002 Cropland,125,65780.1213220952,8.8683179432,4327024361.149569
164376.383718535,`1993 38009 ND Bottineau,`0003  Pasture (improved through cultural practices),28,31050.5147698171,18.8898879921,964134467.4706295
5935.2507337152,`1993 38009 ND Bottineau,`0004 Idle farmland,1,5937.8740116887,100.0441982671,35258347.77868776
5935.2507337152,`1993 38009 ND Bottineau,`0009 Rangeland,1,5937.8740116887,100.0441982671,35258347.77868776
11870.5014674303,`1993 38009 ND Bottineau,"`0011 Cultural (business, residential, other intense human activity)",2,8396.811481586,70.7367882025,70506443.05729447
11870.5014674303,`1993 38009 ND Bottineau,"`0012 Rights-of-way (improved road, railway, power line)",2,8396.811481586,70.7367882025,70506443.05729447
11870.5014674303,`1993 38009 ND Bottineau,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",2,8396.811481586,70.7367882025,70506443.05729447
29512.8415975455,`1993 38009 ND Bottineau,`0017 Wetland,5,13196.4646146058,44.7143138386,174146678.32454225
18369.913019955,`1993 38009 ND Bottineau,`0020 Forest (presnfcd is null),7,8066.9740237913,43.9140567243,65076069.9005232
17985.157453439,`1993 38009 ND Bottineau,`0022 Noncensus water (presnfcd is null),4,9555.7151058696,53.131117315,91311691.18454528
44446.9720412954,`1993 38009 ND Bottineau,`0023 Census water (presnfcd is null),8,15746.793552027,35.4282706534,247961507.17015934
397661.7991589156,`1994 38011 ND Bowman,`0002 Cropland,67,48369.8358844942,12.1635610931,2339641023.492906
159761.5335972183,`1994 38011 ND Bowman,`0003  Pasture (improved through cultural practices),27,30694.9354189184,19.2129699357,942179060.3715705
171468.6229936183,`1994 38011 ND Bowman,`0009 Rangeland,29,31774.9924851791,18.5310827896,1009650147.433189
11870.5014674303,`1994 38011 ND Bowman,"`0012 Rights-of-way (improved road, railway, power line)",2,8396.811481586,70.7367882025,70506443.05729447
5935.2507337152,`1994 38011 ND Bowman,`0017 Wetland,1,5937.8740116887,100.0441982671,35258347.77868776
5935.2507337152,`1994 38011 ND Bowman,`0022 Noncensus water (presnfcd is null),1,5937.8740116887,100.0441982671,35258347.77868776
5935.2507337152,`1995 38013 ND Burke,`0001 Agricultural land,1,5937.8740116887,100.0441982671,35258347.77868776
350016.381218164,`1995 38013 ND Burke,`0002 Cropland,59,45400.568176403,12.9709838204,2061211590.7402124
227493.2475544687,`1995 38013 ND Burke,`0003  Pasture (improved through cultural practices),39,36429.4604822681,16.0134249583,1327105591.0291305
58204.2544820177,`1995 38013 ND Burke,`0009 Rangeland,10,18277.091177029,31.4016412369,334052061.8934321
5935.2507337152,`1995 38013 ND Burke,`0010 Developed,1,5937.8740116887,100.0441982671,35258347.77868776
11870.5014674303,`1995 38013 ND Burke,"`0012 Rights-of-way (improved road, railway, power line)",2,8396.811481586,70.7367882025,70506443.05729447
11707.0893964,`1995 38013 ND Burke,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",2,8272.4331359622,70.6617405562,68433149.9889652
29676.2536685758,`1995 38013 ND Burke,`0017 Wetland,5,13273.6285126799,44.7281138008,176189213.8926284
4760.136664798,`1995 38013 ND Burke,`0020 Forest (presnfcd is null),2,3415.2631738757,71.7471664024,11664022.546831794
11870.5014674303,`1995 38013 ND Burke,`0022 Noncensus water (presnfcd is null),2,8396.811481586,70.7367882025,70506443.05729447
11870.5014674303,`1995 38013 ND Burke,`0023 Census water (presnfcd is null),2,8396.811481586,70.7367882025,70506443.05729447
11870.5014674303,`1996 38015 ND Burleigh,`0001 Agricultural land,2,8396.811481586,70.7367882025,70506443.05729447
540276.3164633339,`1996 38015 ND Burleigh,`0002 Cropland,91,56305.3842007809,10.421590302,3170296289.997551
314900.2006531882,`1996 38015 ND Burleigh,`0003  Pasture (improved through cultural practices),53,43117.4743600053,13.6924251781,1859116595.185714
65619.6698371516,`1996 38015 ND Burleigh,`0009 Rangeland,11,19783.8176569801,30.1492185286,391399441.0846372
41546.7551360061,`1996 38015 ND Burleigh,"`0011 Cultural (business, residential, other intense human activity)",7,15703.284113494,37.7966559894,246593131.94911253
17805.7522011455,`1996 38015 ND Burleigh,"`0012 Rights-of-way (improved road, railway, power line)",3,10283.2040646785,57.7521463205,105744285.83582015
17642.3401301152,`1996 38015 ND Burleigh,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",3,10182.3987973155,57.7156926021,103681245.26757191
5935.2507337152,`1996 38015 ND Burleigh,`0017 Wetland,1,5937.8740116887,100.0441982671,35258347.77868776
5935.2507337152,`1996 38015 ND Burleigh,`0020 Forest (presnfcd is null),1,5937.8740116887,100.0441982671,35258347.77868776
48809.6529348606,`1996 38015 ND Burleigh,`0023 Census water (presnfcd is null),8,17186.8518635386,35.2119935917,295387876.97922194
5935.2507337152,`1997 38017 ND Cass,`0001 Agricultural land,1,5937.8740116887,100.0441982671,35258347.77868776
977832.5583795724,`1997 38017 ND Cass,`0002 Cropland,165,75258.9256017995,7.6965043715,5663905882.737189
47155.1817276606,`1997 38017 ND Cass,`0003  Pasture (improved through cultural practices),8,16658.5484346526,35.3270792823,277507235.94966537
1393.3179154918,`1997 38017 ND Cass,`0004 Idle farmland,1,1393.933737866,100.0441982671,1943051.2655609432
5935.2507337152,`1997 38017 ND Cass,`0010 Developed,1,5937.8740116887,100.0441982671,35258347.77868776
22273.5430189006,`1997 38017 ND Cass,"`0011 Cultural (business, residential, other intense human activity)",4,11083.1893751617,49.7594359629,122837086.72569694
51933.4439200076,`1997 38017 ND Cass,"`0012 Rights-of-way (improved road, railway, power line)",9,17365.2243824334,33.4374597017,301551017.8522586
11870.5014674303,`1997 38017 ND Cass,`0017 Wetland,2,8396.811481586,70.7367882025,70506443.05729447
7019.9593547608,`1997 38017 ND Cass,`0020 Forest (presnfcd is null),4,3501.1867230392,49.8747435149,12258308.469586026
3058.1201347945,`1997 38017 ND Cass,`0022 Noncensus water (presnfcd is null),1,3059.4717709006,100.0441982671,9360367.516937375
5771.8386626848,`1997 38017 ND Cass,`0023 Census water (presnfcd is null),1,5759.7571311886,99.7906814067,33174802.21027744
770886.2400175618,`1998 38019 ND Cavalier,`0002 Cropland,130,67028.7352491793,8.695022919,4492851349.104571
59189.0952661213,`1998 38019 ND Cavalier,`0003  Pasture (improved through cultural practices),10,18711.7835124167,31.6135656886,350130842.2155499
5935.2507337152,`1998 38019 ND Cavalier,`0008 Windbreak\/Shelterbelt,1,5937.8740116887,100.0441982671,35258347.77868776
5935.2507337152,`1998 38019 ND Cavalier,"`0011 Cultural (business, residential, other intense human activity)",1,5937.8740116887,100.0441982671,35258347.77868776
5935.2507337152,`1998 38019 ND Cavalier,"`0012 Rights-of-way (improved road, railway, power line)",1,5937.8740116887,100.0441982671,35258347.77868776
12534.325,`1998 38019 ND Cavalier,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",2,8837.7467648359,70.5083581672,78105767.87936787
56850.1884968191,`1998 38019 ND Cavalier,`0017 Wetland,10,18183.481867749,31.9849104261,330639012.8347567
37039.0101702298,`1998 38019 ND Cavalier,`0020 Forest (presnfcd is null),8,14637.0038839472,39.5178051915,214241882.6986853
5771.8386626848,`1998 38019 ND Cavalier,`0023 Census water (presnfcd is null),1,5759.7571311886,99.7906814067,33174802.21027744
492482.628909658,`1999 38021 ND Dickey,`0002 Cropland,83,53757.7274767768,10.9156596235,2889893263.4674067
160251.7698103093,`1999 38021 ND Dickey,`0003  Pasture (improved through cultural practices),27,30795.7263674057,19.2170897107,948376762.4961253
17478.9280590849,`1999 38021 ND Dickey,`0009 Rangeland,3,10068.2314513246,57.6021104801,101369284.5574421
17805.7522011455,`1999 38021 ND Dickey,"`0012 Rights-of-way (improved road, railway, power line)",3,10283.2040646785,57.7521463205,105744285.83582015
23741.0029348606,`1999 38021 ND Dickey,`0017 Wetland,4,11873.1577987604,50.0111887915,140971876.11426482
143.1819887001,`1999 38021 ND Dickey,`0020 Forest (presnfcd is null),1,143.245272658,100.0441982671,20519.2081388583
11870.5014674303,`1999 38021 ND Dickey,`0022 Noncensus water (presnfcd is null),2,8396.811481586,70.7367882025,70506443.05729447
12202.4132337152,`1999 38021 ND Dickey,`0023 Census water (presnfcd is null),2,8633.4045185022,70.7516157103,74535673.58009401
486690.560164643,`2000 38023 ND Divide,`0002 Cropland,82,53452.1839131318,10.9827862482,2857135965.083271
188947.5510527032,`2000 38023 ND Divide,`0003  Pasture (improved through cultural practices),32,33299.456127003,17.6236505535,1108853778.3542008
35611.5044022909,`2000 38023 ND Divide,`0009 Rangeland,6,14539.4738271683,40.8280247386,211396299.170911
35611.5044022909,`2000 38023 ND Divide,"`0012 Rights-of-way (improved road, railway, power line)",6,14539.4738271683,40.8280247386,211396299.170911
11870.5014674303,`2000 38023 ND Divide,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",2,8396.811481586,70.7367882025,70506443.05729447
17805.7522011455,`2000 38023 ND Divide,`0017 Wetland,3,10283.2040646785,57.7521463205,105744285.83582015
11870.5014674303,`2000 38023 ND Divide,`0022 Noncensus water (presnfcd is null),2,8396.811481586,70.7367882025,70506443.05729447
35943.4161685758,`2000 38023 ND Divide,`0023 Census water (presnfcd is null),6,14678.7785491176,40.8385738302,215466539.69403464
449943.4167574644,`2001 38025 ND Dunn,`0002 Cropland,76,51364.9708035495,11.4158733944,2638360225.649494
325590.9801799409,`2001 38025 ND Dunn,`0003  Pasture (improved through cultural practices),55,43717.6502754041,13.4271687291,1911232945.6025364
342038.9795230484,`2001 38025 ND Dunn,`0009 Rangeland,68,43150.1652497809,12.6155695207,1861936761.0833998
5935.2507337152,`2001 38025 ND Dunn,`0010 Developed,1,5937.8740116887,100.0441982671,35258347.77868776
10386.6887840015,`2001 38025 ND Dunn,"`0011 Cultural (business, residential, other intense human activity)",2,7421.8245081071,71.4551544043,55083479.02913883
23741.0029348606,`2001 38025 ND Dunn,"`0012 Rights-of-way (improved road, railway, power line)",4,11873.1577987604,50.0111887915,140971876.11426482
7881.2591975305,`2001 38025 ND Dunn,`0017 Wetland,2,6248.6225260743,79.2845707705,39045283.47336278
120794.5159120169,`2001 38025 ND Dunn,`0020 Forest (presnfcd is null),30,22516.6084566848,18.6404227764,506997656.39164776
11707.0893964,`2001 38025 ND Dunn,`0022 Noncensus water (presnfcd is null),2,8272.4331359622,70.6617405562,68433149.9889652
56404.4625,`2001 38025 ND Dunn,`0023 Census water (presnfcd is null),9,18366.7122307899,32.5625161853,337336118.1686491
209211.245716627,`2002 38027 ND Eddy,`0002 Cropland,36,35115.9637620564,16.7849312506,1233130910.938055
107608.7504533267,`2002 38027 ND Eddy,`0003  Pasture (improved through cultural practices),18,25225.0856464321,23.4414817942,636304945.8698336
5935.2507337152,`2002 38027 ND Eddy,`0009 Rangeland,1,5937.8740116887,100.0441982671,35258347.77868776
11870.5014674303,`2002 38027 ND Eddy,"`0011 Cultural (business, residential, other intense human activity)",2,8396.811481586,70.7367882025,70506443.05729447
11870.5014674303,`2002 38027 ND Eddy,"`0012 Rights-of-way (improved road, railway, power line)",2,8396.811481586,70.7367882025,70506443.05729447
17805.7522011455,`2002 38027 ND Eddy,`0017 Wetland,3,10283.2040646785,57.7521463205,105744285.83582015
5763.498584185,`2002 38027 ND Eddy,`0020 Forest (presnfcd is null),2,4855.4360268501,84.2445947705,23575259.01083371
5937.2481653828,`2002 38027 ND Eddy,`0022 Noncensus water (presnfcd is null),2,5762.1338673069,97.0505814613,33202186.70476513
24404.8264674303,`2002 38027 ND Eddy,`0023 Census water (presnfcd is null),4,12190.6608080392,49.9518438466,148612210.93666235
505816.7129781869,`2003 38029 ND Emmons,`0002 Cropland,86,54416.2121483297,10.7580889979,2961124144.572019
333480.1901007876,`2003 38029 ND Emmons,`0003  Pasture (improved through cultural practices),56,44357.8948653308,13.3015082101,1967622836.8837402
5935.2507337152,`2003 38029 ND Emmons,`0008 Windbreak\/Shelterbelt,1,5937.8740116887,100.0441982671,35258347.77868776
87218.124180238,`2003 38029 ND Emmons,`0009 Rangeland,15,22544.9549399071,25.8489335236,508274993.2424415
5935.2507337152,`2003 38029 ND Emmons,"`0012 Rights-of-way (improved road, railway, power line)",1,5937.8740116887,100.0441982671,35258347.77868776
11707.0893964,`2003 38029 ND Emmons,`0017 Wetland,2,8272.4331359622,70.6617405562,68433149.9889652
12202.4132337152,`2003 38029 ND Emmons,`0020 Forest (presnfcd is null),3,7830.1897051937,64.169189776,61311870.819320895
24404.8264674303,`2003 38029 ND Emmons,`0023 Census water (presnfcd is null),4,12190.6608080392,49.9518438466,148612210.93666235
5935.2507337152,`2004 38031 ND Foster,`0001 Agricultural land,1,5937.8740116887,100.0441982671,35258347.77868776
311316.7270601956,`2004 38031 ND Foster,`0002 Cropland,53,42741.1600547757,13.7291563028,1826806762.8279505
53749.1683697213,`2004 38031 ND Foster,`0003  Pasture (improved through cultural practices),9,17918.0645726217,33.3364498765,321057038.02863926
11870.5014674303,`2004 38031 ND Foster,"`0012 Rights-of-way (improved road, railway, power line)",2,8396.811481586,70.7367882025,70506443.05729447
5935.2507337152,`2004 38031 ND Foster,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",1,5937.8740116887,100.0441982671,35258347.77868776
11870.5014674303,`2004 38031 ND Foster,`0017 Wetland,2,8396.811481586,70.7367882025,70506443.05729447
3251.5618267078,`2004 38031 ND Foster,`0020 Forest (presnfcd is null),1,3252.9989606895,100.0441982671,10582002.238247043
11707.0893964,`2004 38031 ND Foster,`0023 Census water (presnfcd is null),2,8272.4331359622,70.6617405562,68433149.9889652
207733.7756800306,`2005 38033 ND Golden Valley,`0002 Cropland,35,35042.0024357321,16.8687072293,1227941934.7058544
107707.2811036044,`2005 38033 ND Golden Valley,`0003  Pasture (improved through cultural practices),18,25369.7980851711,23.5543946753,643626654.882353
276737.5759454214,`2005 38033 ND Golden Valley,`0009 Rangeland,47,40265.5011617759,14.550066439,1621310583.8089752
17642.3401301152,`2005 38033 ND Golden Valley,"`0012 Rights-of-way (improved road, railway, power line)",3,10182.3987973155,57.7156926021,103681245.26757191
5935.2507337152,`2005 38033 ND Golden Valley,`0017 Wetland,1,5937.8740116887,100.0441982671,35258347.77868776
7903.2290239735,`2005 38033 ND Golden Valley,`0020 Forest (presnfcd is null),2,5772.657305923,73.0417565834,33323572.371625885
5935.2507337152,`2005 38033 ND Golden Valley,`0023 Census water (presnfcd is null),1,5937.8740116887,100.0441982671,35258347.77868776
669199.520226384,`2006 38035 ND Grand Forks,`0002 Cropland,113,62483.4139698529,9.3370380703,3904177021.328005
124313.4412659577,`2006 38035 ND Grand Forks,`0003  Pasture (improved through cultural practices),21,27097.3498161714,21.7976025281,734266367.0599644
4936.3064884758,`2006 38035 ND Grand Forks,`0004 Idle farmland,1,4938.4882504034,100.0441982671,24388666.199372325
5935.2507337152,`2006 38035 ND Grand Forks,`0007 Maintained wildlife opening,1,5937.8740116887,100.0441982671,35258347.77868776
11870.5014674303,`2006 38035 ND Grand Forks,`0008 Windbreak\/Shelterbelt,2,8396.811481586,70.7367882025,70506443.05729447
27147.9130600146,`2006 38035 ND Grand Forks,"`0011 Cultural (business, residential, other intense human activity)",5,12337.1398679203,45.4441556544,152205020.12062788
29676.2536685758,`2006 38035 ND Grand Forks,"`0012 Rights-of-way (improved road, railway, power line)",5,13273.6285126799,44.7281138008,176189213.8926284
12808.1507849145,`2006 38035 ND Grand Forks,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",2,8693.106874389,67.8716781241,75570107.12954924
11707.0893964,`2006 38035 ND Grand Forks,`0017 Wetland,2,8272.4331359622,70.6617405562,68433149.9889652
11651.9730708801,`2006 38035 ND Grand Forks,`0020 Forest (presnfcd is null),5,6732.1769647084,57.7771414657,45322206.68415098
403597.0498926308,`2007 38037 ND Grant,`0002 Cropland,68,48725.8910002287,12.0729056402,2374212453.766164
451363.0567957149,`2007 38037 ND Grant,`0003  Pasture (improved through cultural practices),76,51470.449739293,11.4033368403,2649207196.365092
172789.0236060168,`2007 38037 ND Grant,`0009 Rangeland,31,31567.6230024294,18.2694608394,996514822.0235116
11870.5014674303,`2007 38037 ND Grant,"`0012 Rights-of-way (improved road, railway, power line)",2,8396.811481586,70.7367882025,70506443.05729447
5935.2507337152,`2007 38037 ND Grant,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",1,5937.8740116887,100.0441982671,35258347.77868776
15995.1153756561,`2007 38037 ND Grant,`0020 Forest (presnfcd is null),4,8570.7908848936,53.5838015769,73458456.39257453
6267.1625,`2007 38037 ND Grant,`0023 Census water (presnfcd is null),1,6267.1625,100.0,39277325.80140625
5935.2507337152,`2008 38039 ND Griggs,`0001 Agricultural land,1,5937.8740116887,100.0441982671,35258347.77868776
296762.5366857579,`2008 38039 ND Griggs,`0002 Cropland,50,41837.2809385973,14.0978984092,1750358076.3351169
94964.0117394425,`2008 38039 ND Griggs,`0003  Pasture (improved through cultural practices),16,23725.5824891462,24.9837618005,562903264.4492797
5935.2507337152,`2008 38039 ND Griggs,`0008 Windbreak\/Shelterbelt,1,5937.8740116887,100.0441982671,35258347.77868776
5935.2507337152,`2008 38039 ND Griggs,`0009 Rangeland,1,5937.8740116887,100.0441982671,35258347.77868776
5935.2507337152,`2008 38039 ND Griggs,"`0011 Cultural (business, residential, other intense human activity)",1,5937.8740116887,100.0441982671,35258347.77868776
11870.5014674303,`2008 38039 ND Griggs,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",2,8396.811481586,70.7367882025,70506443.05729447
17642.3401301152,`2008 38039 ND Griggs,`0017 Wetland,3,10182.3987973155,57.7156926021,103681245.26757191
2954.940073193,`2008 38039 ND Griggs,`0020 Forest (presnfcd is null),1,4555.8648936072,154.1779115908,20755904.92880213
5935.2507337152,`2009 38041 ND Hettinger,`0001 Agricultural land,1,5937.8740116887,100.0441982671,35258347.77868776
587589.8226378007,`2009 38041 ND Hettinger,`0002 Cropland,99,58658.6869286807,9.9829310633,3440841552.1969757
