countyID,countyName,state,size,2022 gdp (1000s),,,,,,,,
29095,Jackson County,MO,616," 49,964,326 ",,,,,, County,,
29097,Jasper County,MO,641," 5,502,078 ",,,,,,Missouri County,Missouri,"336,625,841"
29099,Jefferson County,MO,664," 5,226,323 ",,,,,MO,Adair County,Adair,"815,522"
29101,Johnson County,MO,833," 1,891,428 ",,,,,MO,Andrew County,Andrew,"303,545"
29103,Knox County,MO,507," 109,826 ",,,,,MO,Atchison County,Atchison,"389,385"
29105,Laclede County,MO,768," 1,377,617 ",,,,,MO,Audrain County,Audrain,"837,423"
29107,Lafayette County,MO,639," 851,202 ",,,,,MO,Barry County,Barry,"1,660,207"
29109,Lawrence County,MO,613," 967,551 ",,,,,MO,Barton County,Barton,"384,418"
29111,Lewis County,MO,511," 230,497 ",,,,,MO,Bates County,Bates,"427,801"
29113,Lincoln County,MO,640," 1,264,990 ",,,,,MO,Benton County,Benton,"418,988"
29115,Linn County,MO,622," 384,052 ",,,,,MO,Bollinger County,Bollinger,"185,172"
29117,Livingston County,MO,539," 552,579 ",,,,,MO,Boone County,Boone,"9,936,865"
29119,McDonald County,MO,540," 851,075 ",,,,,MO,Buchanan County,Buchanan,"4,852,606"
29121,Macon County,MO,813," 570,450 ",,,,,MO,Butler County,Butler,"1,478,074"
29123,Madison County,MO,498," 265,790 ",,,,,MO,Caldwell County,Caldwell,"213,527"
29125,Maries County,MO,530," 171,065 ",,,,,MO,Callaway County,Callaway,"1,795,547"
29127,Marion County,MO,444," 1,193,951 ",,,,,MO,Camden County,Camden,"1,624,353"
29129,Mercer County,MO,455," 79,127 ",,,,,MO,Cape Girardeau County,Cape Girardeau,"4,097,673"
29131,Miller County,MO,600," 691,979 ",,,,,MO,Carroll County,Carroll,"324,212"
29133,Mississippi County,MO,429," 332,666 ",,,,,MO,Carter County,Carter,"121,137"
29135,Moniteau County,MO,419," 468,932 ",,,,,MO,Cass County,Cass,"2,910,435"
29137,Monroe County,MO,670," 177,221 ",,,,,MO,Cedar County,Cedar,"299,419"
29139,Montgomery County,MO,542," 342,824 ",,,,,MO,Chariton County,Chariton,"253,716"
29141,Morgan County,MO,614," 573,602 ",,,,,MO,Christian County,Christian,"1,926,203"
29143,New Madrid County,MO,698," 1,081,272 ",,,,,MO,Clark County,Clark,"148,321"
29145,Newton County,MO,627," 2,221,762 ",,,,,MO,Clay County,Clay,"13,971,675"
29147,Nodaway County,MO,878," 726,138 ",,,,,MO,Clinton County,Clinton,"404,845"
29149,Oregon County,MO,792," 194,810 ",,,,,MO,Cole County,Cole,"5,367,545"
29151,Osage County,MO,613," 418,767 ",,,,,MO,Cooper County,Cooper,"453,550"
29153,Ozark County,MO,755," 142,828 ",,,,,MO,Crawford County,Crawford,"662,386"
29155,Pemiscot County,MO,512," 409,301 ",,,,,MO,Dade County,Dade,"188,204"
29157,Perry County,MO,484," 938,043 ",,,,,MO,Dallas County,Dallas,"271,623"
29159,Pettis County,MO,686," 1,843,954 ",,,,,MO,Daviess County,Daviess,"145,140"
29161,Phelps County,MO,674," 1,561,750 ",,,,,MO,DeKalb County,DeKalb,"314,400"
29163,Pike County,MO,685," 506,623 ",,,,,MO,Dent County,Dent,"330,170"
29165,Platte County,MO,427," 7,461,335 ",,,,,MO,Douglas County,Douglas,"219,452"
29167,Polk County,MO,643," 839,932 ",,,,,MO,Dunklin County,Dunklin,"747,634"
29169,Pulaski County,MO,551," 2,142,723 ",,,,,MO,Franklin County,Franklin,"4,821,634"
29171,Putnam County,MO,520," 96,532 ",,,,,MO,Gasconade County,Gasconade,"436,958"
29173,Ralls County,MO,484," 650,285 ",,,,,MO,Gentry County,Gentry,"183,002"
29175,Randolph County,MO,488," 1,282,147 ",,,,,MO,Greene County,Greene,"18,315,179"
29177,Ray County,MO,574," 469,724 ",,,,,MO,Grundy County,Grundy,"284,428"
29179,Reynolds County,MO,814," 203,554 ",,,,,MO,Harrison County,Harrison,"231,470"
29181,Ripley County,MO,632," 211,822 ",,,,,MO,Henry County,Henry,"742,921"
29183,St. Charles County,MO,594," 19,428,800 ",,,,,MO,Hickory County,Hickory,"152,315"
29185,St. Clair County,MO,702," 162,959 ",,,,,MO,Holt County,Holt,"193,448"
29186,Ste. Genevieve County,MO,509," 650,945 ",,,,,MO,Howard County,Howard,"221,457"
29187,St. Francois County,MO,452," 1,750,515 ",,,,,MO,Howell County,Howell,"1,258,598"
29189,St. Louis County,MO,524," 88,661,082 ",,,,,MO,Iron County,Iron,"352,367"
29195,Saline County,MO,765," 920,474 ",,,,,MO,Jackson County,Jackson,"49,964,326"
29197,Schuyler County,MO,308," 111,011 ",,,,,MO,Jasper County,Jasper,"5,502,078"
29199,Scotland County,MO,439," 138,374 ",,,,,MO,Jefferson County,Jefferson,"5,226,323"
29201,Scott County,MO,426," 1,665,784 ",,,,,MO,Johnson County,Johnson,"1,891,428"
29203,Shannon County,MO,1004," 133,416 ",,,,,MO,Knox County,Knox,"109,826"
29205,Shelby County,MO,502," 166,580 ",,,,,MO,Laclede County,Laclede,"1,377,617"
29207,Stoddard County,MO,829," 1,161,779 ",,,,,MO,Lafayette County,Lafayette,"851,202"
29209,Stone County,MO,511," 766,437 ",,,,,MO,Lawrence County,Lawrence,"967,551"
29211,Sullivan County,MO,651," 382,349 ",,,,,MO,Lewis County,Lewis,"230,497"
29213,Taney County,MO,652," 2,716,742 ",,,,,MO,Lincoln County,Lincoln,"1,264,990"
29215,Texas County,MO,1179," 503,263 ",,,,,MO,Linn County,Linn,"384,052"
29217,Vernon County,MO,837," 778,907 ",,,,,MO,Livingston County,Livingston,"552,579"
29219,Warren County,MO,438," 871,825 ",,,,,MO,McDonald County,McDonald,"851,075"
29221,Washington County,MO,763," 405,056 ",,,,,MO,Macon County,Macon,"570,450"
29223,Wayne County,MO,774," 210,024 ",,,,,MO,Madison County,Madison,"265,790"
29225,Webster County,MO,594," 879,536 ",,,,,MO,Maries County,Maries,"171,065"
29227,Worth County,MO,267," 36,878 ",,,,,MO,Marion County,Marion,"1,193,951"
29229,Wright County,MO,683," 429,003 ",,,,,MO,Mercer County,Mercer,"79,127"
29510,St. Louis city,MO,66,"30,737,561",,,,,MO,Miller County,Miller,"691,979"
30001,Beaverhead County,MT,5572," 433,196 ",,,,,MO,Mississippi County,Mississippi,"332,666"
30003,Big Horn County,MT,5015," 856,281 ",,,,,MO,Moniteau County,Moniteau,"468,932"
30005,Blaine County,MT,4239," 176,934 ",,,,,MO,Monroe County,Monroe,"177,221"
30007,Broadwater County,MT,1239," 185,435 ",,,,,MO,Montgomery County,Montgomery,"342,824"
30009,Carbon County,MT,2062," 397,474 ",,,,,MO,Morgan County,Morgan,"573,602"
30011,Carter County,MT,3348," 31,507 ",,,,,MO,New Madrid County,New Madrid,"1,081,272"
30013,Cascade County,MT,2712," 3,857,222 ",,,,,MO,Newton County,Newton,"2,221,762"
30015,Chouteau County,MT,3997," 307,516 ",,,,,MO,Nodaway County,Nodaway,"726,138"
30017,Custer County,MT,3793," 482,978 ",,,,,MO,Oregon County,Oregon,"194,810"
30019,Daniels County,MT,1427," 104,471 ",,,,,MO,Osage County,Osage,"418,767"
30021,Dawson County,MT,2383," 397,851 ",,,,,MO,Ozark County,Ozark,"142,828"
30023,Deer Lodge County,MT,741," 305,361 ",,,,,MO,Pemiscot County,Pemiscot,"409,301"
30025,Fallon County,MT,1623," 154,580 ",,,,,MO,Perry County,Perry,"938,043"
30027,Fergus County,MT,4351," 480,056 ",,,,,MO,Pettis County,Pettis,"1,843,954"
30029,Flathead County,MT,5257," 4,887,979 ",,,,,MO,Phelps County,Phelps,"1,561,750"
30031,Gallatin County,MT,2533," 8,002,992 ",,,,,MO,Pike County,Pike,"506,623"
30033,Garfield County,MT,4848," 39,304 ",,,,,MO,Platte County,Platte,"7,461,335"
30035,Glacier County,MT,3037," 448,496 ",,,,,MO,Polk County,Polk,"839,932"
30037,Golden Valley County,MT,1176," 23,099 ",,,,,MO,Pulaski County,Pulaski,"2,142,723"
30039,Granite County,MT,1733," 109,376 ",,,,,MO,Putnam County,Putnam,"96,532"
30041,Hill County,MT,2916," 794,281 ",,,,,MO,Ralls County,Ralls,"650,285"
30043,Jefferson County,MT,1659," 261,476 ",,,,,MO,Randolph County,Randolph,"1,282,147"
30045,Judith Basin County,MT,1871," 90,723 ",,,,,MO,Ray County,Ray,"469,724"
30047,Lake County,MT,1654," 964,311 ",,,,,MO,Reynolds County,Reynolds,"203,554"
30049,Lewis and Clark County,MT,3498," 3,904,891 ",,,,,MO,Ripley County,Ripley,"211,822"
30051,Liberty County,MT,1447," 232,602 ",,,,,MO,St. Charles County,St. Charles,"19,428,800"
30053,Lincoln County,MT,3675," 604,967 ",,,,,MO,St. Clair County,St. Clair,"162,959"
30055,McCone County,MT,2683," 89,836 ",,,,,MO,Ste. Genevieve County,Ste. Genevieve,"650,945"
30057,Madison County,MT,3603," 562,332 ",,,,,MO,St. Francois County,St. Francois,"1,750,515"
30059,Meagher County,MT,2395," 57,973 ",,,,,MO,St. Louis County,St. Louis,"88,661,082"
30061,Mineral County,MT,1223," 114,132 ",,,,,MO,Saline County,Saline,"920,474"
30063,Missoula County,MT,2618," 6,517,231 ",,,,,MO,Schuyler County,Schuyler,"111,011"
30065,Musselshell County,MT,1871," 337,121 ",,,,,MO,Scotland County,Scotland,"138,374"
30067,Park County,MT,2667," 701,633 ",,,,,MO,Scott County,Scott,"1,665,784"
30069,Petroleum County,MT,1674," 11,482 ",,,,,MO,Shannon County,Shannon,"133,416"
30071,Phillips County,MT,5212," 132,111 ",,,,,MO,Shelby County,Shelby,"166,580"
30073,Pondera County,MT,1640," 253,852 ",,,,,MO,Stoddard County,Stoddard,"1,161,779"
30075,Powder River County,MT,3298," 112,785 ",,,,,MO,Stone County,Stone,"766,437"
30077,Powell County,MT,2333," 218,877 ",,,,,MO,Sullivan County,Sullivan,"382,349"
30079,Prairie County,MT,1743," 37,187 ",,,,,MO,Taney County,Taney,"2,716,742"
30081,Ravalli County,MT,2400," 1,324,872 ",,,,,MO,Texas County,Texas,"503,263"
30083,Richland County,MT,2103," 737,571 ",,,,,MO,Vernon County,Vernon,"778,907"
30085,Roosevelt County,MT,2370," 403,322 ",,,,,MO,Warren County,Warren,"871,825"
30087,Rosebud County,MT,5027," 714,253 ",,,,,MO,Washington County,Washington,"405,056"
30089,Sanders County,MT,2790," 389,198 ",,,,,MO,Wayne County,Wayne,"210,024"
30091,Sheridan County,MT,1706," 154,343 ",,,,,MO,Webster County,Webster,"879,536"
30093,Silver Bow County,MT,719," 1,563,492 ",,,,,MO,Worth County,Worth,"36,878"
30095,Stillwater County,MT,1805," 626,043 ",,,,,MO,Wright County,Wright,"429,003"
30097,Sweet Grass County,MT,1862," 241,870 ",,,,,MO,St. Louis City County,St. Louis City,"30,737,561"
30099,Teton County,MT,2293," 254,120 ",,,,,, County,,
30101,Toole County,MT,1946," 352,212 ",,,,,,Montana County,Montana,"53,983,386"
30103,Treasure County,MT,984," 47,738 ",,,,,MT,Beaverhead County,Beaverhead,"433,196"
30105,Valley County,MT,5062," 337,545 ",,,,,MT,Big Horn County,Big Horn,"856,281"
30107,Wheatland County,MT,1428," 78,724 ",,,,,MT,Blaine County,Blaine,"176,934"
30109,Wibaux County,MT,890," 37,868 ",,,,,MT,Broadwater County,Broadwater,"185,435"
30111,Yellowstone County,MT,2649," 9,135,644 ",,,,,MT,Carbon County,Carbon,"397,474"
31001,Adams County,NE,564," 2,038,108 ",,,,,MT,Carter County,Carter,"31,507"
31003,Antelope County,NE,858," 519,369 ",,,,,MT,Cascade County,Cascade,"3,857,222"
31005,Arthur County,NE,718," 11,446 ",,,,,MT,Chouteau County,Chouteau,"307,516"
31007,Banner County,NE,746," 31,932 ",,,,,MT,Custer County,Custer,"482,978"
31009,Blaine County,NE,714," 19,201 ",,,,,MT,Daniels County,Daniels,"104,471"
31011,Boone County,NE,687," 365,760 ",,,,,MT,Dawson County,Dawson,"397,851"
31013,Box Butte County,NE,1078," 532,689 ",,,,,MT,Deer Lodge County,Deer Lodge,"305,361"
31015,Boyd County,NE,545," 118,758 ",,,,,MT,Fallon County,Fallon,"154,580"
31017,Brown County,NE,1225," 170,872 ",,,,,MT,Fergus County,Fergus,"480,056"
31019,Buffalo County,NE,975," 3,554,707 ",,,,,MT,Flathead County,Flathead,"4,887,979"
31021,Burt County,NE,497," 288,636 ",,,,,MT,Gallatin County,Gallatin,"8,002,992"
31023,Butler County,NE,584," 347,747 ",,,,,MT,Garfield County,Garfield,"39,304"
31025,Cass County,NE,566," 810,522 ",,,,,MT,Glacier County,Glacier,"448,496"
31027,Cedar County,NE,746," 435,272 ",,,,,MT,Golden Valley County,Golden Valley,"23,099"
31029,Chase County,NE,898," 323,912 ",,,,,MT,Granite County,Granite,"109,376"
31031,Cherry County,NE,6010," 244,740 ",,,,,MT,Hill County,Hill,"794,281"
31033,Cheyenne County,NE,1197," 523,612 ",,,,,MT,Jefferson County,Jefferson,"261,476"
31035,Clay County,NE,574," 284,866 ",,,,,MT,Judith Basin County,Judith Basin,"90,723"
31037,Colfax County,NE,419," 802,463 ",,,,,MT,Lake County,Lake,"964,311"
31039,Cuming County,NE,575," 710,029 ",,,,,MT,Lewis and Clark County,Lewis and Clark,"3,904,891"
31041,Custer County,NE,2576," 631,227 ",,,,,MT,Liberty County,Liberty,"232,602"
31043,Dakota County,NE,267," 1,829,390 ",,,,,MT,Lincoln County,Lincoln,"604,967"
31045,Dawes County,NE,1401," 265,177 ",,,,,MT,McCone County,McCone,"89,836"
31047,Dawson County,NE,1019," 1,655,914 ",,,,,MT,Madison County,Madison,"562,332"
31049,Deuel County,NE,441," 85,853 ",,,,,MT,Meagher County,Meagher,"57,973"
31051,Dixon County,NE,483," 331,328 ",,,,,MT,Mineral County,Mineral,"114,132"
31053,Dodge County,NE,544," 2,331,882 ",,,,,MT,Missoula County,Missoula,"6,517,231"
31055,Douglas County,NE,340," 54,583,264 ",,,,,MT,Musselshell County,Musselshell,"337,121"
31057,Dundy County,NE,921," 165,200 ",,,,,MT,Park County,Park,"701,633"
31059,Fillmore County,NE,577," 386,930 ",,,,,MT,Petroleum County,Petroleum,"11,482"
31061,Franklin County,NE,576," 86,662 ",,,,,MT,Phillips County,Phillips,"132,111"
31063,Frontier County,NE,980," 108,645 ",,,,,MT,Pondera County,Pondera,"253,852"
31065,Furnas County,NE,721," 273,618 ",,,,,MT,Powder River County,Powder River,"112,785"
31067,Gage County,NE,860," 1,034,811 ",,,,,MT,Powell County,Powell,"218,877"
31069,Garden County,NE,1731," 67,287 ",,,,,MT,Prairie County,Prairie,"37,187"
31071,Garfield County,NE,571," 68,758 ",,,,,MT,Ravalli County,Ravalli,"1,324,872"
31073,Gosper County,NE,463," 91,095 ",,,,,MT,Richland County,Richland,"737,571"
31075,Grant County,NE,783," 19,995 ",,,,,MT,Roosevelt County,Roosevelt,"403,322"
31077,Greeley County,NE,571," 97,113 ",,,,,MT,Rosebud County,Rosebud,"714,253"
31079,Hall County,NE,552," 3,841,712 ",,,,,MT,Sanders County,Sanders,"389,198"
31081,Hamilton County,NE,547," 677,330 ",,,,,MT,Sheridan County,Sheridan,"154,343"
31083,Harlan County,NE,574," 162,862 ",,,,,MT,Silver Bow County,Silver Bow,"1,563,492"
31085,Hayes County,NE,713," 74,342 ",,,,,MT,Stillwater County,Stillwater,"626,043"
31087,Hitchcock County,NE,719," 157,425 ",,,,,MT,Sweet Grass County,Sweet Grass,"241,870"
31089,Holt County,NE,2418," 614,363 ",,,,,MT,Teton County,Teton,"254,120"
31091,Hooker County,NE,722," 26,178 ",,,,,MT,Toole County,Toole,"352,212"
31093,Howard County,NE,576," 206,730 ",,,,,MT,Treasure County,Treasure,"47,738"
31095,Jefferson County,NE,576," 446,844 ",,,,,MT,Valley County,Valley,"337,545"
31097,Johnson County,NE,377," 186,214 ",,,,,MT,Wheatland County,Wheatland,"78,724"
31099,Kearney County,NE,516," 319,566 ",,,,,MT,Wibaux County,Wibaux,"37,868"
31101,Keith County,NE,1110," 396,785 ",,,,,MT,Yellowstone County,Yellowstone,"9,135,644"
31103,Keya Paha County,NE,774," 29,606 ",,,,,, County,,
31105,Kimball County,NE,952," 177,648 ",,,,,,Nebraska County,Nebraska,"137,078,056"
31107,Knox County,NE,1140," 600,138 ",,,,,NE,Adams County,Adams,"2,038,108"
31109,Lancaster County,NE,847," 20,925,879 ",,,,,NE,Antelope County,Antelope,"519,369"
31111,Lincoln County,NE,2575," 2,296,108 ",,,,,NE,Arthur County,Arthur,"11,446"
31113,Logan County,NE,571," 24,892 ",,,,,NE,Banner County,Banner,"31,932"
31115,Loup County,NE,571," 25,771 ",,,,,NE,Blaine County,Blaine,"19,201"
31117,McPherson County,NE,860," 16,422 ",,,,,NE,Boone County,Boone,"365,760"
31119,Madison County,NE,575," 2,452,881 ",,,,,NE,Box Butte County,Box Butte,"532,689"
31121,Merrick County,NE,494," 357,785 ",,,,,NE,Boyd County,Boyd,"118,758"
31123,Morrill County,NE,1430," 298,905 ",,,,,NE,Brown County,Brown,"170,872"
31125,Nance County,NE,448," 120,751 ",,,,,NE,Buffalo County,Buffalo,"3,554,707"
31127,Nemaha County,NE,412," 670,058 ",,,,,NE,Burt County,Burt,"288,636"
31129,Nuckolls County,NE,576," 249,053 ",,,,,NE,Butler County,Butler,"347,747"
31131,Otoe County,NE,619," 1,343,243 ",,,,,NE,Cass County,Cass,"810,522"
31133,Pawnee County,NE,433," 116,495 ",,,,,NE,Cedar County,Cedar,"435,272"
31135,Perkins County,NE,884," 319,318 ",,,,,NE,Chase County,Chase,"323,912"
31137,Phelps County,NE,541," 749,629 ",,,,,NE,Cherry County,Cherry,"244,740"
31139,Pierce County,NE,575," 384,466 ",,,,,NE,Cheyenne County,Cheyenne,"523,612"
31141,Platte County,NE,689," 2,699,423 ",,,,,NE,Clay County,Clay,"284,866"
31143,Polk County,NE,441," 274,680 ",,,,,NE,Colfax County,Colfax,"802,463"
31145,Red Willow County,NE,718," 540,709 ",,,,,NE,Cuming County,Cuming,"710,029"
31147,Richardson County,NE,556," 379,371 ",,,,,NE,Custer County,Custer,"631,227"
31149,Rock County,NE,1012," 71,310 ",,,,,NE,Dakota County,Dakota,"1,829,390"
31151,Saline County,NE,576," 972,268 ",,,,,NE,Dawes County,Dawes,"265,177"
31153,Sarpy County,NE,247," 9,685,216 ",,,,,NE,Dawson County,Dawson,"1,655,914"
31155,Saunders County,NE,759," 755,366 ",,,,,NE,Deuel County,Deuel,"85,853"
31157,Scotts Bluff County,NE,746," 1,702,262 ",,,,,NE,Dixon County,Dixon,"331,328"
31159,Seward County,NE,576," 743,989 ",,,,,NE,Dodge County,Dodge,"2,331,882"
31161,Sheridan County,NE,2470," 317,870 ",,,,,NE,Douglas County,Douglas,"54,583,264"
31163,Sherman County,NE,572," 108,525 ",,,,,NE,Dundy County,Dundy,"165,200"
31165,Sioux County,NE,2067," 56,671 ",,,,,NE,Fillmore County,Fillmore,"386,930"
31167,Stanton County,NE,431," 354,297 ",,,,,NE,Franklin County,Franklin,"86,662"
31169,Thayer County,NE,575," 355,156 ",,,,,NE,Frontier County,Frontier,"108,645"
31171,Thomas County,NE,714," 30,200 ",,,,,NE,Furnas County,Furnas,"273,618"
31173,Thurston County,NE,396," 433,957 ",,,,,NE,Gage County,Gage,"1,034,811"
31175,Valley County,NE,571," 270,154 ",,,,,NE,Garden County,Garden,"67,287"
31177,Washington County,NE,394," 1,390,645 ",,,,,NE,Garfield County,Garfield,"68,758"
31179,Wayne County,NE,444," 574,805 ",,,,,NE,Gosper County,Gosper,"91,095"
31181,Webster County,NE,575," 259,354 ",,,,,NE,Grant County,Grant,"19,995"
31183,Wheeler County,NE,576," 62,713 ",,,,,NE,Greeley County,Greeley,"97,113"
31185,York County,NE,576," 824,451 ",,,,,NE,Hall County,Hall,"3,841,712"
32001,Churchill County,NV,5024," 1,145,309 ",,,,,NE,Hamilton County,Hamilton,"677,330"
32003,Clark County,NV,8091," 135,989,358 ",,,,,NE,Harlan County,Harlan,"162,862"
32005,Douglas County,NV,738," 2,777,612 ",,,,,NE,Hayes County,Hayes,"74,342"
32007,Elko County,NV,17204," 2,626,305 ",,,,,NE,Hitchcock County,Hitchcock,"157,425"
32009,Esmeralda County,NV,3589," 33,709 ",,,,,NE,Holt County,Holt,"614,363"
32011,Eureka County,NV,4180," 1,095,674 ",,,,,NE,Hooker County,Hooker,"26,178"
32013,Humboldt County,NV,9658," 1,174,755 ",,,,,NE,Howard County,Howard,"206,730"
32015,Lander County,NV,5520," 712,007 ",,,,,NE,Jefferson County,Jefferson,"446,844"
32017,Lincoln County,NV,10637," 152,394 ",,,,,NE,Johnson County,Johnson,"186,214"
32019,Lyon County,NV,2016," 1,651,079 ",,,,,NE,Kearney County,Kearney,"319,566"
32021,Mineral County,NV,3813," 212,346 ",,,,,NE,Keith County,Keith,"396,785"
32023,Nye County,NV,18160," 1,721,399 ",,,,,NE,Keya Paha County,Keya Paha,"29,606"
32027,Pershing County,NV,6068," 292,725 ",,,,,NE,Kimball County,Kimball,"177,648"
32029,Storey County,NV,264," 2,243,778 ",,,,,NE,Knox County,Knox,"600,138"
32031,Washoe County,NV,6551," 31,351,832 ",,,,,NE,Lancaster County,Lancaster,"20,925,879"
32033,White Pine County,NV,8897," 603,191 ",,,,,NE,Lincoln County,Lincoln,"2,296,108"
32510,Carson City,NV,156,"3,627,950",,,,,NE,Logan County,Logan,"24,892"
33001,Belknap County,NH,469," 2,857,890 ",,,,,NE,Loup County,Loup,"25,771"
33003,Carroll County,NH,992," 2,317,984 ",,,,,NE,McPherson County,McPherson,"16,422"
33005,Cheshire County,NH,729," 3,917,127 ",,,,,NE,Madison County,Madison,"2,452,881"
33007,Coos County,NH,1832," 1,296,450 ",,,,,NE,Merrick County,Merrick,"357,785"
33009,Grafton County,NH,1750," 7,342,959 ",,,,,NE,Morrill County,Morrill,"298,905"
33011,Hillsborough County,NH,892," 30,015,576 ",,,,,NE,Nance County,Nance,"120,751"
33013,Merrimack County,NH,957," 10,390,990 ",,,,,NE,Nemaha County,Nemaha,"670,058"
33015,Rockingham County,NH,794," 24,104,465 ",,,,,NE,Nuckolls County,Nuckolls,"249,053"
33017,Strafford County,NH,384," 6,393,224 ",,,,,NE,Otoe County,Otoe,"1,343,243"
33019,Sullivan County,NH,552," 1,536,107 ",,,,,NE,Pawnee County,Pawnee,"116,495"
34001,Atlantic County,NJ,671," 14,199,892 ",,,,,NE,Perkins County,Perkins,"319,318"
34003,Bergen County,NJ,247," 81,577,758 ",,,,,NE,Phelps County,Phelps,"749,629"
34005,Burlington County,NJ,819," 30,630,405 ",,,,,NE,Pierce County,Pierce,"384,466"
34007,Camden County,NJ,228," 25,968,516 ",,,,,NE,Platte County,Platte,"2,699,423"
34009,Cape May County,NJ,620," 5,466,023 ",,,,,NE,Polk County,Polk,"274,680"
34011,Cumberland County,NJ,677," 6,475,732 ",,,,,NE,Red Willow County,Red Willow,"540,709"
34013,Essex County,NJ,130," 58,576,369 ",,,,,NE,Richardson County,Richardson,"379,371"
34015,Gloucester County,NJ,337," 13,972,860 ",,,,,NE,Rock County,Rock,"71,310"
34017,Hudson County,NJ,62," 50,743,664 ",,,,,NE,Saline County,Saline,"972,268"
34019,Hunterdon County,NJ,438," 7,633,049 ",,,,,NE,Sarpy County,Sarpy,"9,685,216"
34021,Mercer County,NJ,229," 42,923,608 ",,,,,NE,Saunders County,Saunders,"755,366"
34023,Middlesex County,NJ,323," 67,931,037 ",,,,,NE,Scotts Bluff County,Scotts Bluff,"1,702,262"
34025,Monmouth County,NJ,665," 39,884,507 ",,,,,NE,Seward County,Seward,"743,989"
34027,Morris County,NJ,481," 60,488,017 ",,,,,NE,Sheridan County,Sheridan,"317,870"
34029,Ocean County,NJ,916," 23,794,530 ",,,,,NE,Sherman County,Sherman,"108,525"
34031,Passaic County,NJ,197," 21,669,571 ",,,,,NE,Sioux County,Sioux,"56,671"
34033,Salem County,NJ,373," 5,245,517 ",,,,,NE,Stanton County,Stanton,"354,297"
34035,Somerset County,NJ,305," 42,879,076 ",,,,,NE,Thayer County,Thayer,"355,156"
34037,Sussex County,NJ,536," 5,026,777 ",,,,,NE,Thomas County,Thomas,"30,200"
34039,Union County,NJ,105," 37,730,551 ",,,,,NE,Thurston County,Thurston,"433,957"
34041,Warren County,NJ,363," 4,105,497 ",,,,,NE,Valley County,Valley,"270,154"
35001,Bernalillo County,NM,1169," 40,199,025 ",,,,,NE,Washington County,Washington,"1,390,645"
35003,Catron County,NM,6929," 106,036 ",,,,,NE,Wayne County,Wayne,"574,805"
35005,Chaves County,NM,6076," 2,021,798 ",,,,,NE,Webster County,Webster,"259,354"
35006,Cibola County,NM,4542," 583,681 ",,,,,NE,Wheeler County,Wheeler,"62,713"
35007,Colfax County,NM,3768," 448,905 ",,,,,NE,York County,York,"824,451"
35009,Curry County,NM,1408," 3,173,046 ",,,,,, County,,
35011,De Baca County,NM,2334," 77,798 ",,,,,,Nevada County,Nevada,"187,226,240"
35013,Doï¿½a Ana County,NM,3815,"7,901,515",,,,,NV,Churchill County,Churchill,"1,145,309"
35015,Eddy County,NM,4198," 6,123,644 ",,,,,NV,Clark County,Clark,"135,989,358"
35017,Grant County,NM,3968," 1,203,851 ",,,,,NV,Douglas County,Douglas,"2,777,612"
35019,Guadalupe County,NM,3032," 167,866 ",,,,,NV,Elko County,Elko,"2,626,305"
35021,Harding County,NM,2126," 41,251 ",,,,,NV,Esmeralda County,Esmeralda,"33,709"
35023,Hidalgo County,NM,3446," 191,612 ",,,,,NV,Eureka County,Eureka,"1,095,674"
35025,Lea County,NM,4394," 6,105,243 ",,,,,NV,Humboldt County,Humboldt,"1,174,755"
35027,Lincoln County,NM,4832," 648,065 ",,,,,NV,Lander County,Lander,"712,007"
35028,Los Alamos County,NM,109," 2,737,205 ",,,,,NV,Lincoln County,Lincoln,"152,394"
35029,Luna County,NM,2966," 839,383 ",,,,,NV,Lyon County,Lyon,"1,651,079"
35031,McKinley County,NM,5456," 2,272,550 ",,,,,NV,Mineral County,Mineral,"212,346"
35033,Mora County,NM,1934," 104,228 ",,,,,NV,Nye County,Nye,"1,721,399"
35035,Otero County,NM,6628," 2,878,269 ",,,,,NV,Pershing County,Pershing,"292,725"
35037,Quay County,NM,2882," 305,123 ",,,,,NV,Storey County,Storey,"2,243,778"
35039,Rio Arriba County,NM,5897," 990,265 ",,,,,NV,Washoe County,Washoe,"31,351,832"
35041,Roosevelt County,NM,2455," 708,693 ",,,,,NV,White Pine County,White Pine,"603,191"
35043,Sandoval County,NM,3715," 3,874,694 ",,,,,NV,Carson City County,Carson City,"3,627,950"
35045,San Juan County,NM,5539," 5,170,931 ",,,,,, County,,
35047,San Miguel County,NM,4736," 663,880 ",,,,,,New Hampshire County,New Hampshire,"90,150,471"
35049,Santa Fe County,NM,1911," 7,477,089 ",,,,,NH,Belknap County,Belknap,"2,857,890"
35051,Sierra County,NM,4237," 301,184 ",,,,,NH,Carroll County,Carroll,"2,317,984"
35053,Socorro County,NM,6649," 494,458 ",,,,,NH,Cheshire County,Cheshire,"3,917,127"
35055,Taos County,NM,2205," 1,049,254 ",,,,,NH,Coos County,Coos,"1,296,450"
35057,Torrance County,NM,3346," 525,445 ",,,,,NH,Grafton County,Grafton,"7,342,959"
35059,Union County,NM,3831," 158,993 ",,,,,NH,Hillsborough County,Hillsborough,"30,015,576"
35061,Valencia County,NM,1068," 1,618,116 ",,,,,NH,Merrimack County,Merrimack,"10,390,990"
36001,Albany County,NY,533," 35,344,278 ",,,,,NH,Rockingham County,Rockingham,"24,104,465"
