fips,year,TOT_POP,white,black,native,asian,pac_isl,two_plus_races,hispanic
21179,2021,47098,42399,2330,75,256,15,884,1139
21181,2021,7712,7374,63,9,17,0,63,186
21183,2021,23688,22282,255,52,60,3,235,801
21185,2021,68685,60409,2896,170,1172,32,1176,2830
21187,2021,11294,10709,131,26,24,1,112,291
21189,2021,3953,3795,27,14,3,1,40,73
21191,2021,14607,13952,143,44,38,5,205,220
21193,2021,27929,26497,473,49,263,11,315,321
21195,2021,57391,55525,419,66,321,14,445,601
21197,2021,13133,12558,144,20,44,5,143,219
21199,2021,65423,61299,750,187,544,24,825,1794
21201,2021,2257,2156,21,4,2,0,32,42
21203,2021,16115,15579,77,63,24,3,194,175
21205,2021,24861,23363,410,44,200,4,339,501
21207,2021,18156,16959,140,37,98,0,221,701
21209,2021,58252,50331,3134,130,735,20,1199,2703
21211,2021,48461,38770,3217,134,478,39,1138,4685
21213,2021,19718,16785,1743,60,145,20,392,573
21215,2021,19916,18642,350,47,81,15,253,528
21217,2021,26235,23408,1335,40,208,19,530,695
21219,2021,12285,10449,930,25,26,12,231,612
21221,2021,14192,12383,1001,39,55,9,335,370
21223,2021,8530,7948,57,31,51,9,131,303
21225,2021,13544,11121,1760,35,91,12,234,291
21227,2021,137212,105202,12981,260,6964,717,3212,7876
21229,2021,12072,10612,642,14,72,7,212,513
21231,2021,19540,18120,322,42,70,3,260,723
21233,2021,12813,11287,463,33,50,24,190,766
21235,2021,36939,35279,338,86,159,13,457,607
21237,2021,6507,6304,25,27,12,0,66,73
21239,2021,27075,23400,1248,35,186,8,412,1786
22001,2021,57288,44013,10003,223,198,12,917,1922
22003,2021,22687,15775,5145,503,130,3,475,656
22005,2021,128369,85333,30957,412,1729,61,1695,8182
22007,2021,20689,13496,6048,145,96,11,197,696
22009,2021,39236,25288,11614,440,209,40,739,906
22011,2021,36584,29436,4194,371,226,40,834,1483
22013,2021,12776,6963,5208,59,49,4,214,279
22015,2021,129144,83461,30537,609,2235,126,3087,9089
22017,2021,233092,101650,116361,987,3132,118,3545,7299
22019,2021,205282,138025,50720,1014,2922,101,3801,8699
22021,2021,9571,7520,1499,35,34,0,127,356
22023,2021,5080,4507,177,42,26,1,105,222
22025,2021,8805,5722,2747,56,7,0,107,166
22027,2021,14038,6165,7271,83,79,4,195,241
22029,2021,18376,10327,7320,79,95,4,193,358
22031,2021,26919,16049,9152,266,117,13,440,882
22033,2021,453301,197163,212702,960,15393,88,6220,20775
22035,2021,7220,2005,4888,23,30,0,67,207
22037,2021,19338,10491,8059,80,61,1,282,364
22039,2021,32215,21329,8760,147,156,5,438,1380
22041,2021,19668,12768,6233,48,79,6,182,352
22043,2021,22236,16867,3433,228,130,10,349,1219
22045,2021,68975,40179,22345,314,1797,42,1249,3049
22047,2021,29824,14193,14141,94,115,5,323,953
22049,2021,14876,10060,4149,53,63,2,264,285
22051,2021,433688,220593,119469,1759,19004,69,6587,66207
22053,2021,32345,25096,5289,231,181,7,727,814
22055,2021,244205,157399,65968,759,4726,65,3838,11450
22057,2021,97504,74462,13135,2757,819,40,1822,4469
22059,2021,14834,12191,1785,188,46,2,156,466
22061,2021,48152,25854,19297,167,659,20,597,1558
22063,2021,145830,123186,12288,543,1075,61,1884,6793
22065,2021,9799,3247,6114,30,29,1,124,254
22067,2021,25025,12212,11916,53,117,16,323,388
22069,2021,37026,19441,15235,349,237,13,797,954
22071,2021,376971,117738,220344,868,10977,92,5465,21487
22073,2021,158768,91039,59903,390,1594,58,1932,3852
22075,2021,23303,14668,4746,343,1020,23,550,1953
22077,2021,20356,12331,7025,35,81,2,221,661
22079,2021,128654,77811,41177,1022,1700,50,2283,4611
22081,2021,7564,4209,2969,51,19,4,85,227
22083,2021,19805,11998,6990,57,78,2,218,462
22085,2021,22135,14859,3580,1889,81,3,799,924
22087,2021,44258,26366,10877,290,974,11,962,4778
22089,2021,52282,33646,13545,176,592,25,787,3511
22091,2021,10912,4848,5611,41,24,2,133,253
22093,2021,19742,9663,9436,47,54,6,173,363
22095,2021,42094,13248,24447,116,480,62,528,3213
22097,2021,82071,44150,34106,253,354,12,1060,2136
22099,2021,51540,33158,15260,232,503,20,715,1652
22101,2021,48232,27032,15122,862,676,15,945,3580
22103,2021,269388,206011,36530,1240,3981,76,4767,16783
22105,2021,135217,84580,40819,514,941,47,1904,6412
22107,2021,4043,1703,2154,6,10,0,60,110
22109,2021,108708,71550,20673,6312,1115,48,3014,5996
22111,2021,21091,14534,5067,89,50,14,217,1120
22113,2021,57204,44717,7996,192,1210,11,851,2227
22115,2021,48027,33546,6525,633,843,196,1582,4702
22117,2021,45133,29263,13639,163,154,7,682,1225
22119,2021,36184,22047,12465,168,173,10,512,809
22121,2021,27792,14994,11235,56,188,1,371,947
22123,2021,9594,7404,1539,69,26,0,124,432
22125,2021,15494,8048,6876,32,129,4,142,263
22127,2021,13488,8646,4187,105,37,3,234,276
23001,2021,111034,99490,5221,435,1057,35,2498,2298
23003,2021,66859,62390,745,1230,378,24,1006,1086
23005,2021,305231,273431,9971,827,7716,91,6080,7115
23007,2021,29687,28251,168,150,151,14,486,467
23009,2021,56192,52884,567,275,718,18,763,967
23011,2021,124486,117015,926,630,1222,44,2330,2319
23013,2021,41084,38925,313,184,270,14,640,738
23015,2021,35828,34151,235,134,299,7,467,535
23017,2021,58629,55503,335,261,463,35,1033,999
23019,2021,152765,142310,1546,1883,1834,48,2596,2548
23021,2021,17165,16009,95,104,199,8,267,483
23023,2021,37071,34896,353,144,322,10,557,789
23025,2021,50592,48182,306,270,346,19,769,700
23027,2021,39912,37942,219,195,254,11,606,685
23029,2021,31121,27647,181,1589,141,5,634,924
23031,2021,214591,200509,2378,581,3060,73,3606,4384
24001,2021,67729,58292,5632,119,744,43,1466,1433
24003,2021,590336,384207,107487,1449,25768,448,18136,52841
24005,2021,849316,460101,258279,2266,54346,304,21037,52983
24009,2021,93928,71773,12442,334,1782,113,2989,4495
24011,2021,33386,24961,4465,114,322,15,798,2711
24013,2021,173873,151786,6785,326,4001,85,3463,7427
24015,2021,103905,86979,7484,298,1491,63,2510,5080
24017,2021,168698,58483,85549,945,5632,149,6051,11889
24019,2021,32489,20189,9116,112,343,12,688,2029
24021,2021,279835,193839,30097,595,15444,167,7997,31696
24023,2021,28702,27559,324,50,133,1,272,363
24025,2021,262977,194707,38969,584,8109,168,7097,13343
24027,2021,334529,162704,66892,607,67054,172,11511,25589
24029,2021,19270,14998,2651,41,247,5,376,952
24031,2021,1054827,445317,199373,1802,165618,418,30787,211512
24033,2021,955306,113215,585444,2290,39738,376,19812,194431
24035,2021,50798,43589,3010,140,603,22,1075,2359
24037,2021,114468,83526,16756,401,3331,120,3803,6531
24039,2021,24584,12697,9863,90,232,11,685,1006
24041,2021,37626,29055,4526,76,489,23,656,2801
24043,2021,154937,117484,19377,266,2998,97,4647,10068
24045,2021,103980,63617,27917,254,3239,34,2901,6018
24047,2021,53132,42621,6476,144,839,17,965,2070
24510,2021,576498,158883,353607,1562,15672,189,11775,34810
25001,2021,232411,206911,7808,1445,3625,104,4080,8438
25003,2021,128657,111976,4300,216,2191,57,2843,7074
25005,2021,580164,464499,33508,1399,14571,390,11666,54131
25007,2021,21097,18227,987,244,289,8,541,801
25009,2021,807074,545811,29316,1057,31071,237,11803,187779
25011,2021,71015,63717,1033,243,1207,117,1391,3307
25013,2021,462718,278197,36591,728,12156,199,8351,126496
25015,2021,161572,133787,4763,276,8858,90,3449,10349
25017,2021,1614742,1127198,87179,2038,222974,461,35663,139229
25019,2021,14491,10273,1459,16,248,20,227,2248
25021,2021,724505,521191,56643,981,91435,260,14365,39630
25023,2021,533003,427260,61055,1271,9072,484,9874,23987
25025,2021,771245,343793,153638,1398,71898,462,16530,183526
25027,2021,862029,641888,44329,1523,47381,254,16300,110354
26001,2021,10235,9686,67,73,48,4,145,212
26003,2021,8821,7245,670,398,42,0,274,192
26005,2021,120950,106040,1600,634,992,32,2152,9500
26007,2021,28893,27468,191,198,149,9,406,472
26009,2021,23813,22456,88,265,82,15,339,568
26011,2021,14975,14008,76,196,54,10,271,360
26013,2021,8215,5894,668,1087,33,0,375,158
26015,2021,62992,58730,436,300,326,9,998,2193
26017,2021,102985,91964,1858,542,600,17,1987,6017
26019,2021,18223,17025,131,238,81,4,286,458
26021,2021,153101,114337,21483,797,3105,138,3929,9312
26023,2021,44985,40122,1030,178,276,6,762,2611
26025,2021,133819,102677,14308,760,3656,47,4665,7706
26027,2021,51483,44238,2537,548,393,13,1510,2244
26029,2021,26086,24289,140,358,171,21,451,656
26031,2021,25752,23556,205,749,101,11,690,440
26033,2021,36816,25210,2612,5975,260,18,1948,793
26035,2021,31065,29254,225,244,89,12,472,769
26037,2021,79426,70813,1485,328,1297,41,1548,3914
26039,2021,13204,12378,104,96,97,9,207,313
26041,2021,36826,33883,160,1038,191,11,979,564
26043,2021,25787,24355,138,249,184,9,381,471
26045,2021,108944,88990,7550,431,2677,44,2792,6460
26047,2021,34225,30973,265,1250,215,50,729,743
26049,2021,404208,290416,80681,1846,4154,85,11297,15729
26051,2021,25485,24260,133,134,107,7,306,538
26053,2021,14361,13185,87,444,60,4,282,299
26055,2021,95860,88482,744,1042,766,63,1681,3082
26057,2021,41544,35221,2593,221,192,13,489,2815
26059,2021,45546,42835,337,232,207,12,689,1234
26061,2021,37313,34523,360,256,953,13,535,673
26063,2021,31252,29631,203,117,188,4,265,844
26065,2021,284034,196293,33211,1227,18332,160,11381,23430
26067,2021,67197,58868,3131,321,291,12,1100,3474
26069,2021,25369,23582,219,191,200,12,468,697
26071,2021,11635,10920,52,166,54,2,183,258
26073,2021,64813,55073,1652,2174,1072,27,1903,2912
26075,2021,160050,134569,12529,532,1362,66,4806,6186
26077,2021,261108,199700,29502,952,7208,130,9058,14558
26079,2021,17979,16761,136,161,116,10,379,416
26081,2021,658046,477432,64347,2173,22040,209,17607,74238
26083,2021,2107,2016,7,8,5,0,34,37
26085,2021,12308,10589,841,106,39,1,358,374
26087,2021,88513,80758,1034,359,573,10,1261,4518
26089,2021,22623,20425,120,581,146,8,345,998
26091,2021,98956,85124,2477,386,467,25,1928,8549
26093,2021,195014,183053,1217,707,1878,95,2645,5419
26095,2021,5309,4068,616,305,16,2,206,96
26097,2021,10906,7876,366,1748,110,1,545,260
26099,2021,876792,671338,114505,2438,40186,267,22245,25813
26101,2021,25350,22411,863,534,96,12,484,950
26103,2021,66103,60771,1068,1279,513,23,1298,1151
26105,2021,29383,26670,260,247,247,9,525,1425
26107,2021,40031,36315,1022,279,359,9,922,1125
26109,2021,23299,21486,181,640,106,10,347,529
26111,2021,83457,75884,1147,365,1873,68,1407,2713
26113,2021,15130,14140,90,85,89,2,235,489
26115,2021,155274,140402,4183,426,1064,38,2891,6270
26117,2021,67220,61222,1673,363,269,24,1075,2594
26119,2021,9297,8827,52,74,30,1,163,150
26121,2021,176511,134163,23652,1289,1133,29,5372,10873
26123,2021,50296,45275,510,343,244,14,843,3067
26125,2021,1270017,900708,172666,3071,105795,287,27985,59505
26127,2021,26815,21683,259,242,72,4,404,4151
26129,2021,20726,19514,111,189,141,8,285,478
26131,2021,5868,5506,20,104,40,1,91,106
26133,2021,23105,21657,217,162,74,11,458,526
26135,2021,8311,7873,52,68,20,3,131,164
26137,2021,25289,23832,146,187,173,13,457,481
26139,2021,299157,248413,5036,848,8368,104,5259,31129
26141,2021,13093,12432,86,110,77,3,154,231
26143,2021,23633,22270,150,179,167,5,356,506
26145,2021,189591,129927,34857,636,2451,68,4254,17398
26147,2021,160053,145275,3847,655,927,42,3413,5894
26149,2021,60758,51926,1422,225,418,4,1432,5331
26151,2021,40506,37764,231,200,133,12,462,1704
26153,2021,8030,6847,29,722,19,0,293,120
26155,2021,67877,63651,494,308,341,36,993,2054
26157,2021,52917,49033,661,312,193,21,656,2041
26159,2021,75658,60835,2605,570,474,20,1862,9292
26161,2021,369390,258670,43960,1042,33762,148,12704,19104
26163,2021,1774816,872872,672872,5913,63178,113,45248,114620
26165,2021,33901,31739,220,225,226,20,628,843
27001,2021,15887,14849,89,400,51,7,251,240
27003,2021,367018,283200,30749,2220,20787,193,10485,19384
27005,2021,35219,30276,185,2544,200,17,1161,836
27007,2021,46380,33075,344,9857,351,28,1516,1209
27009,2021,41459,36236,2263,188,484,29,951,1308
27011,2021,5145,4882,23,36,20,0,55,129
27013,2021,69280,59673,3219,205,1660,47,1484,2992
27015,2021,25819,23921,144,51,192,4,233,1274
27017,2021,36409,31983,642,1959,204,3,934,684
27019,2021,108626,95264,2408,262,3863,36,1957,4836
27021,2021,30639,25329,142,3494,140,5,785,744
27023,2021,12357,10562,101,131,146,199,208,1010
27025,2021,57469,52891,831,402,974,15,877,1479
27027,2021,65574,55670,3181,895,900,39,1586,3303
27029,2021,8576,7141,56,790,27,2,341,219
27031,2021,5617,4748,78,413,66,2,155,155
27033,2021,11569,9529,152,48,440,75,177,1148
27035,2021,67270,63566,539,580,335,17,1103,1130
27037,2021,442038,334089,35285,1643,24025,290,12213,34493
27039,2021,20935,19165,150,61,161,7,337,1054
27041,2021,39238,37404,280,141,223,8,413,769
27043,2021,13909,12331,120,53,61,1,174,1169
27045,2021,21271,20350,118,30,144,6,205,418
27047,2021,30749,25330,426,107,1079,35,406,3366
27049,2021,47968,43798,681,543,349,29,777,1791
27051,2021,6153,5795,43,42,24,2,99,148
27053,2021,1267416,857828,176059,8391,95527,479,38817,90315
27055,2021,18778,17835,158,55,176,4,266,284
27057,2021,21715,19991,103,525,109,11,414,562
27059,2021,41906,38674,419,287,626,20,849,1031
27061,2021,45070,41195,222,1607,165,23,1076,782
27063,2021,9990,9049,104,40,165,10,164,458
27065,2021,16159,15180,107,146,122,5,316,283
27067,2021,43767,33971,2696,152,591,51,441,5865
27069,2021,4146,3914,39,12,27,0,49,105
27071,2021,11941,11052,86,295,82,1,253,172
27073,2021,6684,6282,49,15,51,10,93,184
27075,2021,10986,10427,54,83,62,2,181,177
27077,2021,3823,3511,28,50,64,0,101,69
27079,2021,28841,26026,232,117,185,14,346,1921
27081,2021,5567,5271,19,23,40,2,69,143
27083,2021,25231,20749,789,104,1274,15,351,1949
27085,2021,36735,32940,317,139,270,31,379,2659
27087,2021,5414,2402,27,2233,4,3,470,275
27089,2021,8988,8322,49,57,23,0,111,426
27091,2021,19915,18221,132,91,130,39,173,1129
27093,2021,23376,21847,131,66,104,9,219,1000
27095,2021,26867,23696,175,1529,189,5,525,748
27097,2021,33992,32508,225,104,119,15,397,624
27099,2021,40158,30188,1592,94,2254,230,678,5122
27101,2021,8144,7407,35,22,158,18,97,407
27103,2021,34332,29792,1520,133,540,5,585,1757
27105,2021,21991,12310,1059,86,1476,21,268,6771
27107,2021,6416,5655,44,133,37,1,182,364
27109,2021,163436,127157,11858,475,10772,96,4035,9043
27111,2021,60046,55273,891,379,339,31,822,2311
27113,2021,13780,12415,142,209,159,1,264,590
27115,2021,29302,25978,625,881,257,7,624,930
27117,2021,9313,8069,135,133,81,0,168,727
27119,2021,30757,26325,857,452,276,16,647,2184
27121,2021,11403,10882,42,42,73,2,138,224
27123,2021,543257,325620,70070,3076,84483,245,17731,42032
27125,2021,3933,3583,29,73,13,0,90,145
27127,2021,15366,13185,133,699,424,9,289,627
27129,2021,14608,12596,88,156,114,3,184,1467
27131,2021,67262,53947,4310,303,1432,53,1169,6048
27133,2021,9680,8990,82,60,70,0,157,321
27135,2021,15258,13897,82,299,401,5,304,270
27137,2021,199182,180530,3076,4413,2230,99,4987,3847
27139,2021,153268,119910,9318,1206,10208,132,3632,8862
27141,2021,99074,88069,3844,491,1524,41,2056,3049
27143,2021,14917,13092,126,51,112,4,179,1353
27145,2021,158947,131557,13941,459,3619,162,2994,6215
27147,2021,37349,31904,1310,111,357,20,491,3156
27149,2021,9700,8195,115,153,186,1,230,820
27151,2021,9749,8681,86,48,76,93,171,594
27153,2021,25237,22518,135,126,117,52,293,1996
27155,2021,3286,2822,30,184,17,2,62,169
27157,2021,21509,20270,127,49,129,3,248,683
27159,2021,14177,13279,146,108,69,1,267,307
27161,2021,19000,16774,404,114,149,13,265,1281
27163,2021,272256,217009,14658,1131,19506,153,6830,12969
27165,2021,11135,7732,83,36,112,3,82,3087
27167,2021,6395,5878,25,100,36,2,106,248
27169,2021,49630,44943,921,165,1304,6,693,1598
27171,2021,144845,131300,3135,501,2244,51,2645,4969
27173,2021,9411,8355,59,320,51,3,141,482
28001,2021,28742,10223,15158,114,177,3,293,2774
28003,2021,34349,28076,4264,113,213,7,444,1232
28005,2021,12637,7341,4917,41,20,2,98,218
28007,2021,17742,9284,7755,55,80,4,153,411
28009,2021,7646,4630,2640,32,15,1,95,233
28011,2021,30308,9717,19314,36,295,11,202,733
28013,2021,13018,8332,3624,32,24,2,189,815
28015,2021,9879,6291,3267,19,25,2,107,168
28017,2021,17011,8277,7488,45,70,1,228,902
28019,2021,8106,5447,2353,12,40,1,106,147
28021,2021,8908,944,7627,21,65,4,90,157
28023,2021,15421,9754,5263,64,32,1,105,202
28025,2021,18535,6991,10943,46,83,4,136,332
28027,2021,20810,4094,16069,26,96,7,127,391
28029,2021,27995,12178,14288,58,116,6,317,1032
28031,2021,18279,10912,6551,34,86,7,207,482
28033,2021,188633,111141,60992,380,3149,102,2937,9932
28035,2021,77875,44354,28845,181,779,32,1095,2589
28037,2021,7676,4822,2636,21,10,2,87,98
28039,2021,24762,21400,1946,121,177,2,358,758
28041,2021,13630,9799,3443,47,28,1,122,190
28043,2021,21365,11392,9233,59,108,2,218,353
28045,2021,46055,38689,3859,279,438,23,953,1814
28047,2021,209396,131010,54065,790,5945,173,5480,11933
28049,2021,222679,52322,163085,152,1576,10,2028,3506
28051,2021,16496,2492,13576,22,44,1,129,232
28053,2021,7551,1507,5649,7,37,0,59,292
28055,2021,1280,470,769,5,6,0,4,26
28057,2021,23838,21318,1638,65,106,3,267,441
28059,2021,143987,96533,30218,555,3247,115,2928,10391
28061,2021,16291,7157,8636,49,27,6,140,276
28063,2021,7205,963,6090,16,13,1,57,65
28065,2021,11134,4158,6597,30,30,4,91,224
28067,2021,66744,42841,19463,354,313,11,567,3195
28069,2021,8829,2936,5345,344,21,0,81,102
28071,2021,56884,39731,13513,120,1268,23,703,1526
28073,2021,65353,47032,14314,149,921,54,824,2059
28075,2021,72088,36659,32084,169,595,15,793,1773
28077,2021,11812,7539,3809,22,56,0,117,269
28079,2021,21196,9734,8921,1134,104,1,222,1080
28081,2021,82883,52587,25532,197,827,25,1083,2632
28083,2021,27557,5802,20525,40,163,4,169,854
28085,2021,34943,23470,10399,78,166,8,342,480
28087,2021,58150,29247,26331,137,546,23,620,1246
28089,2021,109813,60225,41867,182,3046,27,976,3490
28091,2021,24378,15842,7665,46,95,13,287,430
28093,2021,33725,16294,15333,103,103,9,357,1526
28095,2021,33883,22614,10244,83,116,8,311,507
28097,2021,9729,5088,4305,34,63,1,80,158
28099,2021,28993,16689,6157,4815,140,8,534,650
28101,2021,21056,12627,6531,1103,100,5,215,475
28103,2021,10123,2550,7308,26,25,1,64,149
28105,2021,51842,29045,19518,111,1572,42,580,974
28107,2021,32851,15270,16420,87,62,2,368,642
28109,2021,56503,46086,6778,332,232,54,1017,2004
28111,2021,11571,8955,2177,53,16,5,148,217
28113,2021,39973,16747,21830,151,245,9,332,659
28115,2021,31445,23686,4770,56,114,6,469,2344
28117,2021,24996,20588,3628,42,84,1,294,359
28119,2021,5935,1444,4271,17,16,3,77,107
28121,2021,158096,114107,35335,233,2168,79,1846,4328
28123,2021,27598,13328,10371,98,123,27,315,3336
28125,2021,3663,928,2579,4,35,0,31,86
28127,2021,25750,15725,9040,49,148,39,278,471
28129,2021,14191,10427,3334,31,23,3,112,261
28131,2021,18644,14245,3500,88,93,8,269,441
28133,2021,25402,6009,18566,60,99,10,144,514
28135,2021,12366,4301,6827,35,123,12,148,920
28137,2021,28234,18289,8601,77,88,4,344,831
28139,2021,21635,16608,3555,49,58,4,326,1035
28141,2021,18750,17298,487,43,41,4,194,683
28143,2021,9696,1828,7423,22,70,2,80,271
28145,2021,27953,21537,4305,40,299,5,454,1313
28147,2021,13836,7271,5873,68,68,14,196,346
28149,2021,43579,20448,21334,110,354,11,374,948
28151,2021,43687,10623,31565,57,330,9,273,830
28153,2021,19709,11215,7857,47,48,2,210,330
28155,2021,9983,7816,1827,31,16,0,114,179
28157,2021,8315,2311,5808,20,13,0,64,99
28159,2021,17596,8710,8177,207,58,3,167,274
28161,2021,12415,7186,4760,37,32,1,164,235
28163,2021,26373,8961,14991,74,143,4,251,1949
29001,2021,25185,22249,926,85,700,17,498,710
29003,2021,18002,16805,218,61,119,8,289,502
29005,2021,5234,5002,30,14,23,3,69,93
29007,2021,24982,21740,1541,127,138,23,552,861
29009,2021,34712,29233,178,330,791,67,621,3492
29011,2021,11658,10690,65,146,73,3,284,397
29013,2021,16105,14929,195,122,64,11,341,443
29015,2021,19908,18677,143,152,93,14,361,468
29017,2021,10556,10031,67,76,25,3,171,183
29019,2021,185840,144889,18130,616,9114,180,5997,6914
29021,2021,83853,68878,4690,376,1292,375,2265,5977
29023,2021,42101,36866,2395,249,400,16,1105,1070
29025,2021,8897,8272,72,53,42,12,202,244
29027,2021,44638,39962,2116,221,333,21,960,1025
29029,2021,43436,40534,307,269,290,25,609,1402
29031,2021,82113,70002,6298,209,1502,34,1899,2169
29033,2021,8376,7887,158,23,13,10,119,166
29035,2021,5320,4946,36,61,7,1,118,151
29037,2021,109638,94548,5352,569,904,125,2650,5490
29039,2021,14496,13609,68,132,69,9,245,364
29041,2021,7356,6943,186,31,14,0,100,82
29043,2021,91499,84350,832,531,670,45,1854,3217
29045,2021,6736,6486,34,12,28,0,115,61
29047,2021,255518,202378,18660,1164,6323,862,7085,19046
29049,2021,21287,19821,278,134,104,14,399,537
29051,2021,77205,62718,9008,262,1060,75,1641,2441
29053,2021,17115,15138,1034,83,113,6,374,367
29055,2021,22807,21537,131,135,77,17,367,543
29057,2021,7599,7052,39,78,30,3,205,192
29059,2021,17341,16262,74,145,73,14,358,415
29061,2021,8399,8022,54,38,14,2,120,149
29063,2021,11098,9722,810,56,53,9,128,320
29065,2021,14432,13507,80,149,111,8,267,310
29067,2021,11732,10996,84,119,54,1,273,205
29069,2021,27717,21790,3000,86,249,6,578,2008
29071,2021,105231,99597,992,345,572,64,1531,2130
29073,2021,14791,14081,99,47,58,3,220,283
29075,2021,6173,5844,52,16,32,2,98,129
29077,2021,300865,260445,10120,1774,6798,354,8631,12743
29079,2021,9720,9087,97,39,105,3,138,251
29081,2021,8164,7681,47,27,35,12,125,237
29083,2021,22206,20568,261,170,92,15,436,664
29085,2021,8607,8074,58,88,25,9,166,187
29087,2021,4226,4001,27,54,13,1,60,70
29089,2021,10168,9153,474,64,35,5,222,215
29091,2021,39975,37498,231,291,298,21,669,967
29093,2021,9408,8807,150,79,16,0,173,183
29095,2021,716862,443472,163216,2651,13945,1866,21901,69811
29097,2021,123155,102172,2491,1919,1479,376,3869,10849
29099,2021,227771,213306,2825,613,1920,78,3812,5217
29101,2021,54150,45995,2474,304,904,160,1476,2837
29103,2021,3808,3621,30,15,19,0,71,52
29105,2021,36133,33460,346,244,227,34,806,1016
29107,2021,32817,29884,669,171,196,62,697,1138
29109,2021,38321,33555,204,340,232,20,730,3240
29111,2021,10000,9255,298,41,43,7,160,196
29113,2021,61586,57047,1224,194,289,31,1144,1657
29115,2021,11843,11137,113,31,26,5,179,352
29117,2021,14755,13615,427,66,108,6,223,310
29119,2021,23383,17782,451,542,339,703,802,2764
29121,2021,15183,14121,385,42,132,10,241,252
29123,2021,12652,11946,71,55,92,2,185,301
29125,2021,8406,7959,65,66,31,3,147,135
29127,2021,28518,25606,1338,62,192,24,728,568
29129,2021,3488,3265,19,18,28,0,50,108
29131,2021,24909,23478,193,140,112,51,397,538
29133,2021,12538,8889,3056,45,27,2,205,314
29135,2021,15484,13754,476,60,57,12,249,876
29137,2021,8712,8050,238,39,34,3,196,152
29139,2021,11415,10646,192,31,66,6,198,276
29141,2021,21379,20017,168,137,97,9,409,542
29143,2021,16035,12695,2565,39,59,9,332,336
29145,2021,59386,50430,585,1368,882,700,1855,3566
29147,2021,21160,19556,574,69,317,3,233,408
29149,2021,8631,8041,38,121,34,6,207,184
29151,2021,13379,12991,51,55,21,11,101,149
29153,2021,8782,8321,29,77,24,0,151,180
29155,2021,15236,10406,3887,59,62,5,337,480
29157,2021,18922,17850,120,70,190,4,216,472
29159,2021,43188,36094,1371,140,346,171,1068,3998
29161,2021,44937,39704,1032,301,1523,31,1024,1322
29163,2021,17761,15842,1077,36,73,4,305,424
29165,2021,108569,85850,8543,427,3084,594,2691,7380
29167,2021,32043,29763,295,248,272,12,561,892
29169,2021,53816,37167,5900,404,1561,336,2122,6326
29171,2021,4712,4458,12,9,24,1,75,133
29173,2021,10361,9855,138,30,31,15,150,142
29175,2021,24760,21925,1403,111,155,9,608,549
29177,2021,23008,21464,305,128,79,22,383,627
29179,2021,6087,5660,68,76,13,1,158,111
29181,2021,10617,10023,70,111,38,2,197,176
29183,2021,409981,351588,22509,670,11797,182,8396,14839
29185,2021,9376,8848,63,73,38,1,151,202
29186,2021,18588,17798,151,55,50,114,211,209
29187,2021,67541,61982,2894,249,287,37,885,1207
29189,2021,997187,645174,247711,1670,48541,157,22526,31408
29195,2021,23289,18225,1151,85,224,356,562,2686
29197,2021,4025,3876,10,7,13,0,60,59
29199,2021,4693,4549,3,16,12,0,56,57
29201,2021,37840,31282,4526,141,160,16,693,1022
29203,2021,7106,6600,37,96,24,1,185,163
29205,2021,5976,5641,65,15,14,0,91,150
29207,2021,28479,26936,397,104,115,4,350,573
29209,2021,31548,29667,142,253,164,15,496,811
29211,2021,5934,4538,155,40,23,2,73,1103
29213,2021,56387,49578,876,451,602,57,1181,3642
29215,2021,24987,22675,875,215,97,14,506,605
29217,2021,19595,18261,187,134,123,7,369,514
29219,2021,36518,33323,852,115,141,18,696,1373
29221,2021,23502,22009,598,104,83,5,330,373
29223,2021,10914,10279,91,68,37,4,230,205
29225,2021,39735,37260,412,275,133,10,701,944
29227,2021,1983,1900,19,6,5,0,15,38
29229,2021,18610,17473,129,127,90,14,293,484
29510,2021,293310,133463,128677,553,10198,94,7296,13029
30001,2021,9524,8492,39,158,51,53,203,528
30003,2021,12957,3362,57,8236,102,4,390,806
30005,2021,6980,2990,35,3485,18,1,181,270
30007,2021,7288,6725,44,106,31,8,128,246
30009,2021,10847,10103,81,132,51,5,146,329
30011,2021,1428,1357,3,14,1,0,32,21
30013,2021,84511,71197,1238,3638,881,75,3082,4400
30015,2021,5916,4536,10,1043,25,4,121,177
30017,2021,11916,10773,97,265,88,2,251,440
30019,2021,1686,1522,3,44,3,0,42,72
30021,2021,8904,8152,58,184,51,4,138,317
30023,2021,9491,8460,43,312,48,4,225,399
30025,2021,3017,2858,9,28,23,5,43,51
30027,2021,11617,10842,48,179,82,1,218,247
30029,2021,108454,99882,322,1208,953,76,2360,3653
30031,2021,122713,111199,534,1035,2054,78,2349,5464
30033,2021,1209,1166,6,10,1,0,13,13
30035,2021,13785,4114,39,8637,46,2,422,525
30037,2021,831,741,4,15,6,2,21,42
30039,2021,3344,3126,18,34,18,1,67,80
30041,2021,16179,10965,88,3814,109,8,529,666
30043,2021,12470,11428,63,219,73,14,302,371
30045,2021,2044,1935,2,23,8,0,17,59
30047,2021,32033,20839,154,7219,232,41,2048,1500
30049,2021,72223,65476,348,1339,561,45,1723,2731
30051,2021,1946,1847,9,20,5,1,46,18
30053,2021,20525,18896,94,237,84,23,477,714
30055,2021,1718,1618,10,16,5,0,36,33
30057,2021,8917,8189,53,62,42,7,145,419
30059,2021,1964,1868,9,12,7,0,27,41
